"state","location","type","so2","no2","rspm","pm2_5","date"
"Odisha","Cuttack","Residential",3,33,185,77,"2014-12-22"
"Telangana","Sangareddy","Industrial",10.7,75,161,83,"2014-12-22"
"Odisha","Bhubaneswar","Residential",2,23,204,59,"2014-12-23"
"Odisha","Cuttack","Residential",2,27,134,71,"2014-12-23"
"Odisha","Paradeep","Industrial",10,11,170,67,"2014-12-23"
"Odisha","Paradeep","Residential",10,11,188,62,"2014-12-23"
"Telangana","Sangareddy","Industrial",7.5,69.2,121,62,"2014-12-23"
"Madhya Pradesh","Bhopal","Residential",2,14,140,121,"2014-12-24"
"Odisha","Bhubaneswar","Residential",2,26,176,74,"2014-12-24"
"Odisha","Cuttack","Residential",2,28,107,61,"2014-12-24"
"Telangana","Sangareddy","Industrial",8.2,61.9,112,61,"2014-12-24"
"Gujarat","Ankleshwar","Residential",14,21,74,29,"2014-12-25"
"Gujarat","Ankleshwar","Industrial",14,20,87,25,"2014-12-25"
"Odisha","Cuttack","Residential",3,35,173,85,"2014-12-25"
"Telangana","Sangareddy","Industrial",22.1,69.2,159,87,"2014-12-25"
"Madhya Pradesh","Bhopal","Residential",2,15,170,218,"2014-12-26"
"Odisha","Cuttack","Residential",2,30,99,71,"2014-12-26"
"Odisha","Paradeep","Industrial",11,12,119,57,"2014-12-26"
"Odisha","Paradeep","Residential",14,11,126,53,"2014-12-26"
"Telangana","Sangareddy","Industrial",32.1,68.3,183,98,"2014-12-26"
"Madhya Pradesh","Bhopal","Industrial",2,5,148,123,"2014-12-27"
"Odisha","Cuttack","Residential",2,27,116,65,"2014-12-27"
"Telangana","Sangareddy","Industrial",30.1,57.3,168,97,"2014-12-27"
"Telangana","Sangareddy","Industrial",32.6,70.7,168,96,"2014-12-28"
"Gujarat","Ankleshwar","Residential",15,21,80,24,"2014-12-29"
"Gujarat","Ankleshwar","Industrial",15,23,93,28,"2014-12-29"
"Madhya Pradesh","Bhopal","Industrial",2,7,158,127,"2014-12-29"
"Odisha","Cuttack","Residential",3,33,160,74,"2014-12-29"
"Telangana","Sangareddy","Industrial",20.8,67.2,164,90,"2014-12-29"
"Odisha","Bhubaneswar","Residential",2,19,193,37,"2014-12-30"
"Odisha","Cuttack","Residential",2,30,93,62,"2014-12-30"
"Odisha","Paradeep","Industrial",11,11,211,65,"2014-12-30"
"Odisha","Paradeep","Residential",9,11,125,54,"2014-12-30"
"Telangana","Sangareddy","Industrial",9.2,54.9,99,53,"2014-12-30"
"Madhya Pradesh","Bhopal","Residential",8.08222107401066,22.5922759331576,91.7796692607069,44,"2014-12-31"
"Odisha","Cuttack","Residential",2,24,81,39,"2014-12-31"
"Telangana","Sangareddy","Industrial",4.3,40.2,60,29,"2014-12-31"
"Delhi","Delhi","Industrial",4,67,397,110,"2015-01-01"
"Madhya Pradesh","Gwalior","Residential",15,31,200,76.5,"2015-01-01"
"Odisha","Angul","Industrial",7,20,52,36,"2015-01-01"
"Odisha","Rourkela","Residential",5,10,71,75,"2015-01-01"
"Odisha","Angul","Residential",10,19,135,66,"2015-01-01"
"Odisha","Rourkela","Residential",7,13,119,38,"2015-01-01"
"Odisha","Cuttack","Residential",2,32,73,30,"2015-01-01"
"Goa","Curchorem","Residential",4,9,70,27,"2015-01-02"
"Goa","Margao","Residential",5,9,94,35,"2015-01-02"
"Goa","Mapusa","Residential",9,11,72,36,"2015-01-02"
"Goa","Ponda","Residential",4,9,60,24,"2015-01-02"
"Goa","Sanguem","Residential",4,9,68,25,"2015-01-02"
"Goa","Tilamol","Residential",15,9,77,29,"2015-01-02"
"Goa","Cuncolim","Industrial",4,8,44,13,"2015-01-02"
"Gujarat","Bharuch","Others",13,21,87,33,"2015-01-02"
"Odisha","Talcher","Industrial",11,24,143,102,"2015-01-02"
"Odisha","Cuttack","Residential",2,27,79,38,"2015-01-02"
"Odisha","Berhampur","Residential",2,21,77,54,"2015-01-02"
"Odisha","Talcher","Industrial",10,24,155,137,"2015-01-02"
"Odisha","Kalinga Nagar","Industrial",2,10,120,53,"2015-01-02"
"Odisha","Kalinga Nagar","Residential",2,10,132,58,"2015-01-02"
"Odisha","Rourkela","Residential",12,15,134,59,"2015-01-02"
"Odisha","Kalinga Nagar","Industrial",2,10,85,34,"2015-01-02"
"West Bengal","Howrah","Residential",10,40,138,83,"2015-01-02"
"West Bengal","Durgapur","Residential",7,57,82,52,"2015-01-02"
"West Bengal","Kolkata","Others",2,46,77,36,"2015-01-02"
"Goa","Usgao","Residential",4,9,77,28,"2015-01-03"
"Goa","Codli","Residential",5,10,88,34,"2015-01-03"
"Goa","Honda","Residential",4,9,63,22,"2015-01-03"
"Goa","Bicholim","Residential",4,9,80,29,"2015-01-03"
"Goa","Amona","Residential",4,9,80,28,"2015-01-03"
"Goa","Assanora","Residential",4,9,64,25,"2015-01-03"
"Goa","Kundaim","Industrial",4,81,84,33,"2015-01-03"
"Odisha","Cuttack","Residential",2,30,89,51,"2015-01-03"
"West Bengal","Kolkata","Industrial",3,54,104,47,"2015-01-03"
"West Bengal","Barrackpore","Industrial",7,58,86,60,"2015-01-03"
"Delhi","Delhi","Residential",4,35,221,141,"2015-01-05"
"Gujarat","Surat","Residential",13,20,86,28,"2015-01-05"
"Gujarat","Surat","Industrial",13,20,99,33,"2015-01-05"
"Gujarat","Surat","Residential",14,20,87,33,"2015-01-05"
"Gujarat","Vadodara","Residential",12,18,70,24,"2015-01-05"
"Gujarat","Ahmedabad","Industrial",14,20,89,31,"2015-01-05"
"Gujarat","Ahmedabad","Residential",14,21,83,29,"2015-01-05"
"Gujarat","Ahmedabad","Residential",12,20,72,24,"2015-01-05"
"Gujarat","Ahmedabad","Industrial",13,19,71,26,"2015-01-05"
"Gujarat","Ahmedabad","Residential",13,20,74,26,"2015-01-05"
"Gujarat","Vapi","Residential",13,21,80,26,"2015-01-05"
"Gujarat","Ankleshwar","Industrial",15,21,89,29,"2015-01-05"
"Gujarat","Ankleshwar","Residential",15,21,84,26,"2015-01-05"
"Gujarat","Rajkot","Industrial",13,20,83,32,"2015-01-05"
"Gujarat","Vadodara","Residential",14,21,91,32,"2015-01-05"
"Gujarat","Vadodara","Industrial",15,21,101,32,"2015-01-05"
"Gujarat","Ahmedabad","Residential",12,20,80,24,"2015-01-05"
"Gujarat","Vapi","Industrial",13,21,89,31,"2015-01-05"
"Gujarat","Rajkot","Residential",11,16,72,25,"2015-01-05"
"Gujarat","Ahmedabad","Others",14,20,88,35,"2015-01-05"
"Gujarat","Ahmedabad","Others",14,22,91,35,"2015-01-05"
"Gujarat","Vadodara","Others",14,20,93,38,"2015-01-05"
"Gujarat","ANKLESHWAR","Others",13,20,82,26,"2015-01-05"
"Gujarat","Bharuch","Others",13,21,82,27,"2015-01-05"
"Gujarat","Bhuj","Others",13,21,79,29,"2015-01-05"
"Gujarat","Sarigam","Others",13,21,95,34,"2015-01-05"
"Madhya Pradesh","Gwalior","Residential",12,18,154,99,"2015-01-05"
"Odisha","Angul","Industrial",11,23,124,57,"2015-01-05"
"Odisha","Rourkela","Residential",6,9,75,67,"2015-01-05"
"Odisha","Angul","Residential",11,23,127,84,"2015-01-05"
"Odisha","Rourkela","Residential",7,13,156,48,"2015-01-05"
"Odisha","Cuttack","Residential",3,33,124,56,"2015-01-05"
"Odisha","Balasore","Residential",2,13,94,52,"2015-01-05"
"Odisha","Bhubaneswar","Residential",2,17,75,22,"2015-01-05"
"Odisha","Rourkela","Residential",14,18,95,46,"2015-01-05"
"West Bengal","Durgapur","Residential",9,69,93,63,"2015-01-05"
"West Bengal","Kolkata","Others",7,69,214,94,"2015-01-05"
"Delhi","Delhi","Industrial",4,55,250,155,"2015-01-06"
"Delhi","Delhi","Residential",4,51,192,86,"2015-01-06"
"Goa","Mapusa","Residential",9,11,65,36,"2015-01-06"
"Gujarat","Jamnagar","Residential",13,18,84,33,"2015-01-06"
"Gujarat","ANKLESHWAR","Others",13,20,91,37,"2015-01-06"
"Gujarat","VAPI","Others",12,19,75,26,"2015-01-06"
"Madhya Pradesh","Gwalior","Residential",11,15,91.7796692607069,91,"2015-01-06"
"Madhya Pradesh","Sagar","Residential",2,16,107,66.6,"2015-01-06"
"Odisha","Talcher","Industrial",10,23,133,96,"2015-01-06"
"Odisha","Cuttack","Residential",2,26,88,55,"2015-01-06"
"Odisha","Berhampur","Residential",2,22,72,47,"2015-01-06"
"Odisha","Talcher","Industrial",11,25,173,157,"2015-01-06"
"Odisha","Balasore","Residential",2,11,82,58,"2015-01-06"
"West Bengal","Howrah","Residential",12,40,132,76,"2015-01-06"
"West Bengal","Kolkata","Industrial",9,71,217,109,"2015-01-06"
"West Bengal","Barrackpore","Industrial",10,74,92,48,"2015-01-06"
"Delhi","Delhi","Industrial",4,61,289,151,"2015-01-07"
"Delhi","Delhi","Residential",4,47,143,62,"2015-01-07"
"Goa","Curchorem","Residential",4,9,77,29,"2015-01-07"
"Goa","Margao","Residential",4,9,90,32,"2015-01-07"
"Goa","Ponda","Residential",4,9,68,26,"2015-01-07"
"Goa","Sanguem","Residential",4,9,57,22,"2015-01-07"
"Goa","Tilamol","Residential",4,9,66,24,"2015-01-07"
"Goa","Cuncolim","Industrial",4,9,93,41,"2015-01-07"
"Gujarat","Bharuch","Others",13,20,89,28,"2015-01-07"
"Madhya Pradesh","Gwalior","Residential",9,13,117,84,"2015-01-07"
"Odisha","Balasore","Industrial",7,12,97,56,"2015-01-07"
"Odisha","Kalinga Nagar","Industrial",2,10,141,49,"2015-01-07"
"Odisha","Kalinga Nagar","Residential",2,10,133,53,"2015-01-07"
"Odisha","Cuttack","Residential",2,29,82,46,"2015-01-07"
"Odisha","Kalinga Nagar","Industrial",2,10,100,39,"2015-01-07"
"Delhi","Delhi","Residential",4,38,171,139,"2015-01-08"
"Goa","Usgao","Residential",4,9,57,23,"2015-01-08"
"Goa","Codli","Residential",4,9,54,17,"2015-01-08"
"Goa","Honda","Residential",4,9,72,28,"2015-01-08"
"Goa","Bicholim","Residential",4,9,89,33,"2015-01-08"
"Goa","Amona","Residential",4,9,87,33.6,"2015-01-08"
"Goa","Assanora","Residential",4,9,66,25,"2015-01-08"
"Goa","Kundaim","Industrial",4,9,70,26,"2015-01-08"
"Gujarat","Surat","Residential",13,19,73,25,"2015-01-08"
"Gujarat","Surat","Industrial",14,20,88,31,"2015-01-08"
"Gujarat","Surat","Residential",14,20,96,28,"2015-01-08"
"Gujarat","Vadodara","Residential",11,19,83,31,"2015-01-08"
"Gujarat","Ahmedabad","Industrial",14,20,81,28,"2015-01-08"
"Gujarat","Ahmedabad","Residential",15,21,93,34,"2015-01-08"
"Gujarat","Ahmedabad","Residential",13,20,65,27,"2015-01-08"
"Gujarat","Ahmedabad","Industrial",13,20,86,29,"2015-01-08"
"Gujarat","Ahmedabad","Residential",12,18,79,24,"2015-01-08"
"Gujarat","Vapi","Residential",13,21,74,30,"2015-01-08"
"Gujarat","Ankleshwar","Industrial",16,23,81,27,"2015-01-08"
"Gujarat","Ankleshwar","Residential",16,22,87,29,"2015-01-08"
"Gujarat","Rajkot","Industrial",12,19,79,29,"2015-01-08"
"Gujarat","Vadodara","Residential",13,19,80,29,"2015-01-08"
"Gujarat","Vadodara","Industrial",15,22,91,28,"2015-01-08"
"Gujarat","Ahmedabad","Residential",14,19,72,27,"2015-01-08"
"Gujarat","Vapi","Industrial",13,20,75,29,"2015-01-08"
"Gujarat","Rajkot","Residential",12,17,70,23,"2015-01-08"
"Gujarat","Ahmedabad","Others",13,20,74,32,"2015-01-08"
"Gujarat","Ahmedabad","Others",13,21,88,43,"2015-01-08"
"Gujarat","Vadodara","Others",14,21,86,34,"2015-01-08"
"Gujarat","ANKLESHWAR","Others",14,21,70,29,"2015-01-08"
"Gujarat","Bhuj","Others",14,20,81,24,"2015-01-08"
"Gujarat","MORBI","Others",13,21,92,31,"2015-01-08"
"Gujarat","MORBI","Others",13,20,87,29,"2015-01-08"
"Gujarat","SANAND","Others",13,22,99,38,"2015-01-08"
"Gujarat","Sarigam","Others",14,22,86,36,"2015-01-08"
"Madhya Pradesh","Gwalior","Residential",10,16,129,87.9,"2015-01-08"
"Odisha","Angul","Industrial",14,27,150,104,"2015-01-08"
"Odisha","Rourkela","Residential",6,10,72,74,"2015-01-08"
"Odisha","Angul","Residential",10,22,121,53,"2015-01-08"
"Odisha","Rourkela","Residential",6,13,97,47,"2015-01-08"
"Odisha","Cuttack","Residential",2,31,119,42,"2015-01-08"
"Odisha","Balasore","Residential",2,12,82,40,"2015-01-08"
"Odisha","Balasore","Residential",2,12,85,64,"2015-01-08"
"Odisha","Rourkela","Residential",11,16,112,48,"2015-01-08"
"West Bengal","Howrah","Residential",15,46,125,78,"2015-01-08"
"West Bengal","Kolkata","Others",9,76,256,132,"2015-01-08"
"Delhi","Delhi","Industrial",4,65,344,163,"2015-01-09"
"Delhi","Delhi","Residential",4,57,197,126,"2015-01-09"
"Goa","Curchorem","Residential",4,10,88,35,"2015-01-09"
"Goa","Margao","Residential",4,9,82,29,"2015-01-09"
"Goa","Mapusa","Residential",9,11,62,37,"2015-01-09"
"Goa","Ponda","Residential",4,9,61,22,"2015-01-09"
"Goa","Sanguem","Residential",4,9,54,19,"2015-01-09"
"Goa","Tilamol","Residential",4,9,59,18,"2015-01-09"
"Goa","Cuncolim","Industrial",4,9,86,41,"2015-01-09"
"Gujarat","Jamnagar","Residential",14,19,88,27,"2015-01-09"
"Gujarat","ANKLESHWAR","Others",14,21,78,33,"2015-01-09"
"Gujarat","VAPI","Others",13,20,90,31,"2015-01-09"
"Gujarat","Bharuch","Others",12,20,86,30,"2015-01-09"
"Madhya Pradesh","Sagar","Residential",2,18,135,62.32,"2015-01-09"
"Odisha","Talcher","Industrial",8,25,125,116,"2015-01-09"
"Odisha","Cuttack","Residential",2,25,73,51,"2015-01-09"
"Odisha","Berhampur","Residential",2,21,77,48,"2015-01-09"
"Odisha","Talcher","Industrial",10,25,181,146,"2015-01-09"
"Odisha","Bhubaneswar","Residential",2,19,88,29,"2015-01-09"
"Odisha","Balasore","Industrial",6,11,85,48,"2015-01-09"
"Odisha","Kalinga Nagar","Industrial",2,10,123,52,"2015-01-09"
"Odisha","Kalinga Nagar","Residential",2,10,122,47,"2015-01-09"
"Odisha","Kalinga Nagar","Industrial",2,10,96,41,"2015-01-09"
"West Bengal","Kolkata","Industrial",9,79,206,105,"2015-01-09"
"West Bengal","Barrackpore","Industrial",11,73,143,74,"2015-01-09"
"Goa","Usgao","Residential",4,9,70,28,"2015-01-10"
"Goa","Codli","Residential",4,9,49,15,"2015-01-10"
"Goa","Honda","Residential",4,9,45,18,"2015-01-10"
"Goa","Bicholim","Residential",4,9,84,29,"2015-01-10"
"Goa","Amona","Residential",4,9,89,31.7,"2015-01-10"
"Goa","Assanora","Residential",3,9,40,12,"2015-01-10"
"Goa","Kundaim","Industrial",4,9,69,24,"2015-01-10"
"Odisha","Cuttack","Residential",2,30,80,55,"2015-01-10"
"West Bengal","Durgapur","Residential",11,72,130,81,"2015-01-10"
"Gujarat","Bharuch","Others",14,21,93,26,"2015-01-11"
"West Bengal","Kolkata","Others",6,67,215,109,"2015-01-11"
"Delhi","Delhi","Industrial",4,61,425,147,"2015-01-12"
"Delhi","Delhi","Residential",4,52,140,61,"2015-01-12"
"Gujarat","Surat","Residential",14,22,88,32,"2015-01-12"
"Gujarat","Surat","Industrial",15,21,97,35,"2015-01-12"
"Gujarat","Surat","Residential",14,21,76,31,"2015-01-12"
"Gujarat","Vadodara","Residential",12,20,68,29,"2015-01-12"
"Gujarat","Ahmedabad","Industrial",14,21,103,36,"2015-01-12"
"Gujarat","Ahmedabad","Residential",13,19,99,26,"2015-01-12"
"Gujarat","Ahmedabad","Residential",12,20,80,29,"2015-01-12"
"Gujarat","Ahmedabad","Industrial",13,20,65,24,"2015-01-12"
"Gujarat","Ahmedabad","Residential",14,20,86,30,"2015-01-12"
"Gujarat","Vapi","Residential",11,20,85,32,"2015-01-12"
"Gujarat","Ankleshwar","Industrial",14,21,85,25,"2015-01-12"
"Gujarat","Ankleshwar","Residential",14,19,78,32,"2015-01-12"
"Gujarat","Rajkot","Industrial",14,20,93,36,"2015-01-12"
"Gujarat","Vadodara","Residential",15,21,95,35,"2015-01-12"
"Gujarat","Vadodara","Industrial",16,23,98,39,"2015-01-12"
"Gujarat","Ahmedabad","Residential",13,21,78,25,"2015-01-12"
"Gujarat","Vapi","Industrial",13,21,81,27,"2015-01-12"
"Gujarat","Rajkot","Residential",13,19,84,29,"2015-01-12"
"Gujarat","Ahmedabad","Others",12,20,79,28,"2015-01-12"
"Gujarat","Ahmedabad","Others",14,22,94,34,"2015-01-12"
"Gujarat","Vadodara","Others",14,22,92,30,"2015-01-12"
"Gujarat","ANKLESHWAR","Others",14,21,82,25,"2015-01-12"
"Gujarat","Bharuch","Others",13,20,68,26,"2015-01-12"
"Gujarat","Bhuj","Others",11,20,94,33,"2015-01-12"
"Gujarat","MORBI","Others",12,20,104,39,"2015-01-12"
"Gujarat","MORBI","Others",14,21,93,36,"2015-01-12"
"Gujarat","SANAND","Others",15,22,97,27,"2015-01-12"
"Gujarat","Sarigam","Others",14,21,93,29,"2015-01-12"
"Madhya Pradesh","Gwalior","Residential",8.08222107401066,22.5922759331576,139,95,"2015-01-12"
"Odisha","Angul","Industrial",15,30,187,121,"2015-01-12"
"Odisha","Rourkela","Residential",5,11,70,80,"2015-01-12"
"Odisha","Angul","Residential",10,21,156,127,"2015-01-12"
"Odisha","Rourkela","Residential",7,14,123,51,"2015-01-12"
"Odisha","Cuttack","Residential",2,32,149,55,"2015-01-12"
"Odisha","Balasore","Residential",2,12,84,46,"2015-01-12"
"Odisha","Balasore","Residential",2,11,77,48,"2015-01-12"
"Odisha","Balasore","Industrial",8,12,98,72,"2015-01-12"
"Odisha","Rourkela","Residential",10,14,148,74,"2015-01-12"
"West Bengal","Howrah","Residential",13,42,121,76,"2015-01-12"
"West Bengal","Kolkata","Industrial",9,85,265,136,"2015-01-12"
"West Bengal","Barrackpore","Industrial",12,80,170,93,"2015-01-12"
"Delhi","Delhi","Residential",4,34,242,121,"2015-01-13"
"Goa","Curchorem","Residential",4,9,43,12,"2015-01-13"
"Goa","Margao","Residential",4,8,70,24,"2015-01-13"
"Goa","Mapusa","Residential",9,11,66,31,"2015-01-13"
"Goa","Ponda","Residential",3,6,71,19,"2015-01-13"
"Goa","Sanguem","Residential",4,9,75,23,"2015-01-13"
"Goa","Tilamol","Residential",4,9,76,21,"2015-01-13"
"Goa","Cuncolim","Industrial",3,10,78,29,"2015-01-13"
"Gujarat","Jamnagar","Residential",12,20,78,30,"2015-01-13"
"Gujarat","ANKLESHWAR","Others",12,19,85,29,"2015-01-13"
"Gujarat","VAPI","Others",12,18,79,22,"2015-01-13"
"Madhya Pradesh","Gwalior","Residential",11,14,135,96,"2015-01-13"
"Madhya Pradesh","Sagar","Residential",2,15,119,67.89,"2015-01-13"
"Odisha","Talcher","Industrial",10,25,137,107,"2015-01-13"
"Odisha","Cuttack","Residential",2,34,92,59,"2015-01-13"
"Odisha","Berhampur","Residential",2,23,76,46,"2015-01-13"
"Odisha","Talcher","Industrial",9,25,172,121,"2015-01-13"
"Odisha","Kalinga Nagar","Industrial",2,10,131,45,"2015-01-13"
"Odisha","Kalinga Nagar","Residential",2,10,120,55,"2015-01-13"
"Odisha","Kalinga Nagar","Industrial",2,10,76,46,"2015-01-13"
"West Bengal","Durgapur","Residential",12,70,126,82,"2015-01-13"
"Delhi","Delhi","Industrial",4,61,258,144,"2015-01-14"
"Delhi","Delhi","Residential",4,47,101,156,"2015-01-14"
"Goa","Usgao","Residential",4,9,79,27,"2015-01-14"
"Goa","Codli","Residential",4,9,64,23,"2015-01-14"
"Goa","Honda","Residential",4,9,43,17,"2015-01-14"
"Goa","Bicholim","Residential",4,9,44,14,"2015-01-14"
"Goa","Amona","Residential",4,9,81,28.5,"2015-01-14"
"Goa","Assanora","Residential",4,9,50,17,"2015-01-14"
"Goa","Kundaim","Industrial",5,9,85,33,"2015-01-14"
"Gujarat","Bharuch","Others",12,20,78,30,"2015-01-14"
"Madhya Pradesh","Gwalior","Residential",9,13,135,57.4,"2015-01-14"
"Odisha","Cuttack","Residential",2,30,94,47,"2015-01-14"
"West Bengal","Kolkata","Others",10,90,290,138,"2015-01-14"
"Delhi","Delhi","Industrial",4,59,266,152,"2015-01-15"
"Delhi","Delhi","Residential",4,45,187,56,"2015-01-15"
"Goa","Curchorem","Residential",4,11,32,12,"2015-01-15"
"Goa","Margao","Residential",5,11,83,27,"2015-01-15"
"Goa","Ponda","Residential",4,9,72,26,"2015-01-15"
"Goa","Sanguem","Residential",5,11,70,20,"2015-01-15"
"Goa","Tilamol","Residential",4,10,78,27,"2015-01-15"
"Goa","Cuncolim","Industrial",5,11,95,44,"2015-01-15"
"Gujarat","Surat","Residential",12,19,86,30,"2015-01-15"
"Gujarat","Surat","Industrial",15,22,100,38,"2015-01-15"
"Gujarat","Surat","Residential",14,19,83,26,"2015-01-15"
"Gujarat","Vadodara","Residential",13,21,71,33,"2015-01-15"
"Gujarat","Ahmedabad","Industrial",13,19,74,32,"2015-01-15"
"Gujarat","Ahmedabad","Residential",14,22,78,30,"2015-01-15"
"Gujarat","Ahmedabad","Residential",14,21,79,22,"2015-01-15"
"Gujarat","Ahmedabad","Industrial",14,21,83,31,"2015-01-15"
"Gujarat","Ahmedabad","Residential",13,18,69,35,"2015-01-15"
"Gujarat","Vapi","Residential",13,21,87,29,"2015-01-15"
"Gujarat","Ankleshwar","Industrial",15,21,90,33,"2015-01-15"
"Gujarat","Ankleshwar","Residential",15,21,86,28,"2015-01-15"
"Gujarat","Rajkot","Industrial",13,19,86,33,"2015-01-15"
"Gujarat","Vadodara","Residential",14,22,87,30,"2015-01-15"
"Gujarat","Vadodara","Industrial",13,20,103,33,"2015-01-15"
"Gujarat","Ahmedabad","Residential",12,20,75,32,"2015-01-15"
"Gujarat","Vapi","Industrial",15,23,95,35,"2015-01-15"
"Gujarat","Rajkot","Residential",12,19,74,24,"2015-01-15"
"Gujarat","Ahmedabad","Others",14,21,92,30,"2015-01-15"
"Gujarat","Ahmedabad","Others",14,22,93,36,"2015-01-15"
"Gujarat","Vadodara","Others",13,21,101,35,"2015-01-15"
"Gujarat","ANKLESHWAR","Others",12,20,76,28,"2015-01-15"
"Gujarat","Bhuj","Others",14,21,85,27,"2015-01-15"
"Gujarat","MORBI","Others",14,21,100,32,"2015-01-15"
"Gujarat","MORBI","Others",12,20,98,34,"2015-01-15"
"Gujarat","SANAND","Others",16,21,84,23,"2015-01-15"
"Gujarat","Sarigam","Others",12,19,91,31,"2015-01-15"
"Madhya Pradesh","Gwalior","Residential",9,13,133,68.8,"2015-01-15"
"Odisha","Angul","Industrial",18,23,176,137,"2015-01-15"
"Odisha","Rourkela","Residential",6,10,81,68,"2015-01-15"
"Odisha","Angul","Residential",9,23,159,134,"2015-01-15"
"Odisha","Rourkela","Residential",7,13,120,39,"2015-01-15"
"Odisha","Cuttack","Residential",3,30,144,50,"2015-01-15"
"Odisha","Balasore","Residential",2,13,95,66,"2015-01-15"
"Odisha","Bhubaneswar","Residential",2,18,154,47,"2015-01-15"
"Odisha","Kalinga Nagar","Industrial",2,10,115,58,"2015-01-15"
"Odisha","Kalinga Nagar","Residential",2,11,121,58,"2015-01-15"
"Odisha","Rourkela","Residential",13,15,149,120,"2015-01-15"
"Odisha","Kalinga Nagar","Industrial",2,10,92,39,"2015-01-15"
"West Bengal","Kolkata","Industrial",10,92,294,148,"2015-01-15"
"West Bengal","Barrackpore","Industrial",11,78,137,69,"2015-01-15"
"Delhi","Delhi","Residential",4,43,204,78,"2015-01-16"
"Goa","Usgao","Residential",4,9,80,29,"2015-01-16"
"Goa","Codli","Residential",4,9,68,24,"2015-01-16"
"Goa","Honda","Residential",5,8,71,25,"2015-01-16"
"Goa","Bicholim","Residential",4,9,66,21,"2015-01-16"
"Goa","Amona","Residential",3,8,91,31.2,"2015-01-16"
"Goa","Assanora","Residential",4,9,74,25,"2015-01-16"
"Goa","Mapusa","Residential",9,10,70,33,"2015-01-16"
"Goa","Kundaim","Industrial",5,9,89,32,"2015-01-16"
"Gujarat","Jamnagar","Residential",13,20,91,31,"2015-01-16"
"Gujarat","ANKLESHWAR","Others",14,21,92,31,"2015-01-16"
"Gujarat","VAPI","Others",13,20,81,35,"2015-01-16"
"Gujarat","Bharuch","Others",15,22,82,29,"2015-01-16"
"Madhya Pradesh","Sagar","Residential",2,13,100,58.2,"2015-01-16"
